timestamp,test-class,test-method,time,description,result
2021-06-07 12:20:50.898,acme.testing.AnonymousShoutTest,create,3418,"[1] recordIndex=7, author=Pepe Garcia, text=Be the change you want to see in the home, info=http://example.org",OK
2021-06-07 12:20:54.553,acme.testing.AnonymousShoutTest,create,3442,"[2] recordIndex=8, author=Julian Brandt, text=Be the change you want to see in the garden, info=http://example.org",OK
2021-06-07 12:20:58.13,acme.testing.AnonymousShoutTest,create,3396,"[3] recordIndex=9, author=Manuel Gavira, text=Be the change you want to see in the cinema, info=http://example.org",OK
2021-06-07 12:21:01.696,acme.testing.AnonymousShoutTest,create,3376,"[4] recordIndex=10, author=Juan Colete, text=The plain truth, info=null",OK
2021-06-07 12:21:05.258,acme.testing.AnonymousShoutTest,create,3367,"[5] recordIndex=11, author=Victor Royal, text=Go fit, info=null",OK
2021-06-07 12:21:06.884,acme.testing.AnonymousShoutTest,listShout,1428,"[1] recordIndex=6, moment=2021/05/21 05:00, author=Mark Kent, text=We live with the scars we choose",OK
2021-06-07 12:21:08.477,acme.testing.AnonymousShoutTest,listShout,1415,"[2] recordIndex=4, moment=2021/05/20 00:00, author=Patrick Foden, text=Who seeks shall find",OK
2021-06-07 12:21:10.088,acme.testing.AnonymousShoutTest,listShout,1429,"[3] recordIndex=5, moment=2021/05/21 00:00, author=Sarah Bent, text=A goal is a dream with a deadline",OK
2021-06-07 12:21:11.698,acme.testing.AnonymousShoutTest,listShout,1430,"[4] recordIndex=3, moment=2021/05/19 00:00, author=Chris Welbeck, text=Only do what your heart tells you!",OK
2021-06-07 12:21:13.893,acme.testing.AnonymousShoutTest,createNegative,2012,"[1] author=Juan Garcia, text=, info=http://example.org",OK
2021-06-07 12:21:16.151,acme.testing.AnonymousShoutTest,createNegative,2070,"[2] author=, text=Try it again. Fail again. Fail better, info=http://example.org",OK
2021-06-07 12:21:18.336,acme.testing.AnonymousShoutTest,createNegative,1998,"[3] author=Juan Colete, text=, info=http://example.org",OK
2021-06-07 12:21:20.555,acme.testing.AnonymousShoutTest,createNegative,2029,"[4] author=Juan Colete, text=sex, info=http://example.org",OK
2021-06-07 12:21:22.771,acme.testing.AnonymousShoutTest,createNegative,2015,"[5] author=sex, text=example, info=http://example.org",OK
2021-06-07 12:21:24.998,acme.testing.AnonymousShoutTest,createNegative,2038,"[6] author=Sad, text=Be the change you want to see in the home, info=http://example.org",OK
2021-06-07 12:21:27.235,acme.testing.AnonymousShoutTest,createNegative,2049,"[7] author=Pepe Garcia, text=Be the change you want to see in the home Be the change you want see in the home Be, info=link1",OK
2021-06-07 12:21:41.26,acme.testing.AuthenticatedTaskListTest,listPositive,5880,"[1] recordIndex=0, title=Life, description=Thus one can link two tasks, the spiritual and the physical, start=2021/10/15 02:00, end=2022/10/16 01:00, workload=100.00",OK
2021-06-07 12:21:47.319,acme.testing.AuthenticatedTaskListTest,listPositive,5871,"[2] recordIndex=1, title=Political, description=Their appointment, roles and tasks should be clearly determined, start=2021/10/18 00:00, end=2022/10/21 04:00, workload=100.00",OK
2021-06-07 12:21:53.361,acme.testing.AuthenticatedTaskListTest,listPositive,5854,"[3] recordIndex=2, title=Political, description=The free status relates to the tasks of local governments, start=2021/10/23 06:00, end=2022/10/24 10:00, workload=100.00",OK
2021-06-07 12:21:59.395,acme.testing.AuthenticatedTaskListTest,listPositive,5831,"[4] recordIndex=3, title=Work, description=The free status relates to the tasks of local governments, start=2021/11/02 02:00, end=2022/11/03 04:00, workload=100.00",OK
2021-06-07 12:22:05.454,acme.testing.AuthenticatedTaskListTest,listPositive,5870,"[5] recordIndex=4, title=Work, description=Each department has its own rules, daily tasks, milestones and goals, start=2021/11/05 09:00, end=2022/11/06 11:00, workload=100.00",OK
2021-06-07 12:22:11.481,acme.testing.AuthenticatedTaskListTest,listPositive,5838,"[6] recordIndex=5, title=Political, description=Duties and tasks of the laboratories participating in the consortium, start=2021/11/13 03:00, end=2022/11/14 07:00, workload=100.00",OK
2021-06-07 12:22:25.38,acme.testing.ConsumerUpdateTest,PcreateConsumer,5752,"[1] recordIndex=0, company=PepeMax, sector=primary, newCompany=ManolitoPiesDePlata, newSector=Secondary",OK
2021-06-07 12:22:36.531,acme.testing.AnonymousTaskTest,AnonymousTaskListPositive,2972,"[1] recordIndex=0, title=Notification, workload=25.00, description=When creating a task, you can send an SMS notification, start=2021/11/06 00:00, end=2022/11/13 05:00",OK
2021-06-07 12:22:39.649,acme.testing.AnonymousTaskTest,AnonymousTaskListPositive,2930,"[2] recordIndex=1, title=Work, workload=30.00, description=This facilitates the task when you work with many files, start=2021/08/08 01:00, end=2022/09/08 02:00",OK
2021-06-07 12:22:42.764,acme.testing.AnonymousTaskTest,AnonymousTaskListPositive,2927,"[3] recordIndex=2, title=Life, workload=35.00, description=This task connects directly with the quality of our spiritual life, start=2021/11/18 02:00, end=2022/11/22 04:00",OK
2021-06-07 12:22:54.337,acme.testing.ManagerTaskListTest,ManagerTaskList,3405,"[1] recordIndex=1, title=Political, workload=40, description=the implementation of these policies is not an easy task, start=2021/08/07 00:00, end=2022/09/07 00:00, link=null",Expected value '40' in attribute 1 of record 1, but found '40'
2021-06-07 12:23:09.412,acme.testing.ManagerCreateTask,create,6806,"[1] title=Task 1, description=Description of the task 1, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:23:41.974,acme.testing.ManagerCreateTask,create,32346,"[2] title=Task 2, description=Description of the task 2, workload=30, start=2021/11/20 07:00, end=2022/11/24 07:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:24:15.31,acme.testing.ManagerCreateTask,create,32858,"[3] title=Task 3, description=Description of the task 3, workload=20, start=2021/08/23 06:00, end=2022/10/23 06:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:24:47.842,acme.testing.ManagerCreateTask,create,32325,"[4] title=Task 4, description=Description of the task 4, workload=20, start=2021/07/21 04:00, end=2022/07/26 08:00, link=null",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:25:20.35,acme.testing.ManagerCreateTask,create,32305,"[5] title=Task 5, description=Description of the task 5, workload=20, start=2021/08/12 12:00, end=2022/08/12 12:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:25:52.876,acme.testing.ManagerCreateTask,create,32320,"[6] title=Task 6, description=Description of the task 6, workload=20, start=2021/10/16 11:00, end=2022/10/18 10:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:26:26.415,acme.testing.ManagerCreateTask,create,33042,"[7] title=Task 7, description=Description of the task 7, workload=20, start=2021/09/18 08:00, end=2022/09/15 11:00, link=null",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:26:33.282,acme.testing.ManagerCreateTask,createNegative,6370,"[1] title=, description=Description of the task 1, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:26:40.177,acme.testing.ManagerCreateTask,createNegative,6430,"[2] title=Task 1, description=null, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:26:47.02,acme.testing.ManagerCreateTask,createNegative,6372,"[3] title=Task 1, description=Description of the task 1, workload=null, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:26:53.873,acme.testing.ManagerCreateTask,createNegative,6372,"[4] title=Task 1, description=Description of the task 1, workload=20, start=null, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:27:00.715,acme.testing.ManagerCreateTask,createNegative,6377,"[5] title=Task 1, description=Description of the task 1, workload=20, start=2021/10/23 06:00, end=null, link=http://example.org",OK
2021-06-07 12:27:06.944,acme.testing.ManagerCreateTask,createNegative,5730,"[6] title=Task 1, description=Description of the task 1, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",The system doesn't navigate from '/master/welcome' to '/manager/task/create'
2021-06-07 12:27:13.737,acme.testing.ManagerCreateTask,createNegative,6339,"[7] title=Task 1, description=Description of the task 1, workload=-1, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:27:20.561,acme.testing.ManagerCreateTask,createNegative,6359,"[8] title=Task 1, description=Description of the task 1, workload=20, start=2021/10/23 06:00, end=2020/10/24 06:00, link=http://example.org",OK
2021-06-07 12:27:27.4,acme.testing.ManagerCreateTask,createNegative,6368,"[9] title=Task 1, description=Description of the task 1, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=description1",OK
2021-06-07 12:27:34.299,acme.testing.ManagerCreateTask,createNegative,6397,"[10] title=Sex, description=Description of the task 1, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:27:41.195,acme.testing.ManagerCreateTask,createNegative,6401,"[11] title=Task 1, description=Sex, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-07 12:27:47.403,acme.testing.ManagerCreateTask,createNegative,5710,"[12] title=Task 1, description=Description of the task 1, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",The system doesn't navigate from '/master/welcome' to '/manager/task/create'
2021-06-07 12:28:01.172,acme.testing.ProviderUpdateTest,updateProviderPositive,5752,"[1] recordIndex=0, company=PepeMax, sector=primary, newCompany=ManolitoPiesDePlata, newSector=Secondary",OK
2021-06-07 12:28:15.76,acme.testing.AdministratorBannedWordTest,newCensoredWord,6393,"[1] word=sex, author=sex, text=sex, info=sex",OK
2021-06-07 12:28:58.308,acme.testing.AdministratorThresholdTest,updateThresholdPositive,34374,"[1] length=50, title=Task 1 sex, description=Description of the task 1 nigeria, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",Cannot find 'By.name: Word length'
2021-06-07 12:29:30.846,acme.testing.AdministratorThresholdTest,updateThresholdPositive,32315,"[2] length=50, title=Task 2 pornografia, description=Description of the task 2, workload=30, start=2021/11/20 07:00, end=2022/11/24 07:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:30:03.398,acme.testing.AdministratorThresholdTest,updateThresholdPositive,32328,"[3] length=50, title=Task 3 viagra, description=Description of the task 3 sex, workload=20, start=2021/08/23 06:00, end=2022/10/23 06:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:30:35.883,acme.testing.AdministratorThresholdTest,updateThresholdPositive,32282,"[4] length=50, title=Task 4 duro, description=Description of the task 4 viagra, workload=20, start=2021/07/21 04:00, end=2022/07/26 08:00, link=",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:31:08.393,acme.testing.AdministratorThresholdTest,updateThresholdPositive,32302,"[5] length=50, title=Task 5 cialis, description=Description of the task 5, workload=20, start=2021/08/12 12:00, end=2022/08/12 12:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:31:40.895,acme.testing.AdministratorThresholdTest,updateThresholdPositive,32296,"[6] length=50, title=Task 6 viagra, description=Description of the task 6, workload=20, start=2021/10/16 11:00, end=2022/10/18 10:00, link=http://example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:32:13.418,acme.testing.AdministratorThresholdTest,updateThresholdPositive,32320,"[7] length=50, title=Task 7 cialis, description=Description of the task 7 duro, workload=20, start=2021/09/18 08:00, end=2022/09/15 11:00, link=",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Account']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='Become a manager']'
2021-06-07 12:32:46.585,acme.testing.AdministratorThresholdTest,updateThresholdNegative,32964,"[1] length=10, title=Task 1 sex, description=Description of the task 1 nigeria, workload=20, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",Cannot find 'By.name: Word length'
2021-06-07 12:33:19.749,acme.testing.AdministratorThresholdTest,updateThresholdNegative,32958,"[2] length=10, title=Task 2 pornografia, description=Description of the task 2 pornografia, workload=30, start=2021/11/20 07:00, end=2022/11/24 07:00, link=http://example.org",Cannot find 'By.name: Word length'
2021-06-07 12:33:52.918,acme.testing.AdministratorThresholdTest,updateThresholdNegative,32967,"[3] length=10, title=Task 3 viagra, description=Description of the task 3 sex, workload=20, start=2021/08/23 06:00, end=2022/10/23 06:00, link=http://example.org",Cannot find 'By.name: Word length'
2021-06-07 12:34:26.088,acme.testing.AdministratorThresholdTest,updateThresholdNegative,32949,"[4] length=10, title=Task 4 duro, description=Description of the task 4 viagra, workload=20, start=2021/07/21 04:00, end=2022/07/26 08:00, link=",Cannot find 'By.name: Word length'
2021-06-07 12:34:59.246,acme.testing.AdministratorThresholdTest,updateThresholdNegative,32952,"[5] length=10, title=Task 5 cialis, description=Description of the task 5 cialis, workload=20, start=2021/08/12 12:00, end=2022/08/12 12:00, link=http://example.org",Cannot find 'By.name: Word length'
2021-06-07 12:35:32.4,acme.testing.AdministratorThresholdTest,updateThresholdNegative,32946,"[6] length=10, title=Task 6 viagra, description=Description of the task 6 cialis, workload=20, start=2021/10/16 11:00, end=2022/10/18 10:00, link=http://example.org",Cannot find 'By.name: Word length'
2021-06-07 12:36:05.537,acme.testing.AdministratorThresholdTest,updateThresholdNegative,32936,"[7] length=10, title=Task 7 cialis, description=Description of the task 7 duro, workload=20, start=2021/09/18 08:00, end=2022/09/15 11:00, link=",Cannot find 'By.name: Word length'
2021-06-07 12:36:24.446,acme.testing.UpdateAccountTest,positiveSignUp,10832,"[1] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, newPassword=55john, newName=Parker, newSurname=Ló, newEmail=john@gmail.com",OK
2021-06-07 12:36:35.471,acme.testing.UpdateAccountTest,positiveSignUp,10806,"[2] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, newPassword=jo55hn, newName=Peter, newSurname=Ló, newEmail=john@gmail.com",OK
2021-06-07 12:36:46.85,acme.testing.AdministratorDashboardTest,listDashboard,3248,"[1] publicTask=24.00, privateTask=24.00, finishTask=24.00, notFinishTask=24.00, minimumWorkload=20, maximumWorkload=100, averageWorkload=74.90, deviationWorkload=27.70, averageExecutionPeriods=530,806.25",Expected value '20' in input box 'minimumWorkload', but '20' was found
2021-06-07 12:36:59.784,acme.testing.ProviderCreateTest,createProviderPositive,4744,"[1] recordIndex=0, company=PepeMax, sector=primary",OK
2021-06-07 12:37:13.683,acme.testing.SignUpTest,positiveSignUp,5763,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-06-07 12:37:19.626,acme.testing.SignUpTest,positiveSignUp,5756,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-06-07 12:37:25.527,acme.testing.SignUpTest,positiveSignUp,5711,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-06-07 12:37:31.43,acme.testing.SignUpTest,positiveSignUp,5716,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
