timestamp,test-class,test-method,time,description,result
2021-06-08 21:10:11.169,acme.testing.AnonymousShoutTest,create,38665,"[1] recordIndex=9, author=Pepe Garcia, text=Be the change you want to see in the home, info=http://example.org",OK
2021-06-08 21:10:50.218,acme.testing.AnonymousShoutTest,create,34860,"[2] recordIndex=10, author=Julian Brandt, text=Be the change you want to see in the garden, info=http://example.org",OK
2021-06-08 21:11:26.829,acme.testing.AnonymousShoutTest,create,32973,"[3] recordIndex=11, author=Manuel Gavira, text=Be the change you want to see in the cinema, info=http://example.org",OK
2021-06-08 21:29:23.949,acme.testing.AnonymousShoutTest,create,1072703,"[4] recordIndex=12, author=Juan Colete, text=The plain truth, info=null",OK
2021-06-08 21:30:16.128,acme.testing.AnonymousShoutTest,create,49553,"[5] recordIndex=13, author=Victor Royal, text=Go fit, info=null",OK
2021-06-08 21:32:31.102,acme.testing.AnonymousShoutTest,create,112422,"[6] recordIndex=14, author=Sex A A A A A A A A A A, text=Let's go!, info=null",OK
2021-06-08 21:33:08.429,acme.testing.AnonymousShoutTest,create,32809,"[7] recordIndex=15, author=Victor Royal, text=Sex A A A A A A A A A A, info=null",OK
2021-06-08 21:33:43.076,acme.testing.AnonymousShoutTest,create,31126,"[8] recordIndex=16, author=Sex A A A A A A A A A A, text=Sex A A A A A A A A A A, info=null",OK
2021-06-08 21:34:03.109,acme.testing.AnonymousShoutTest,listShout,16458,"[1] recordIndex=6, moment=2021/05/21 05:00, author=Mark Kent, text=We live with the scars we choose",OK
2021-06-08 21:34:19.048,acme.testing.AnonymousShoutTest,listShout,14462,"[2] recordIndex=4, moment=2021/05/20 00:00, author=Patrick Foden, text=Who seeks shall find",OK
2021-06-08 21:34:42.951,acme.testing.AnonymousShoutTest,listShout,18466,"[3] recordIndex=5, moment=2021/05/21 00:00, author=Sarah Bent, text=A goal is a dream with a deadline",OK
2021-06-08 21:35:00.943,acme.testing.AnonymousShoutTest,listShout,15520,"[4] recordIndex=1, moment=2021/05/19 00:00, author=Chris Welbeck, text=Only do what your heart tells you!",OK
2021-06-08 21:35:21.253,acme.testing.AnonymousShoutTest,createNegative,16849,"[1] author=Juan Garcia, text=, info=http://example.org",OK
2021-06-08 21:35:44.493,acme.testing.AnonymousShoutTest,createNegative,21775,"[2] author=, text=Try it again. Fail again. Fail better, info=http://example.org",OK
2021-06-08 21:36:07.763,acme.testing.AnonymousShoutTest,createNegative,19866,"[3] author=Juan Colete, text=, info=http://example.org",OK
2021-06-08 21:36:23.939,acme.testing.AnonymousShoutTest,createNegative,14784,"[4] author=Juan Colete, text=sex, info=http://example.org",OK
2021-06-08 21:36:45.197,acme.testing.AnonymousShoutTest,createNegative,17823,"[5] author=sex, text=example, info=http://example.org",OK
2021-06-08 21:37:00.352,acme.testing.AnonymousShoutTest,createNegative,13756,"[6] author=Sad, text=Be the change you want to see in the home, info=http://example.org",OK
2021-06-08 21:37:20.491,acme.testing.AnonymousShoutTest,createNegative,17765,"[7] author=Pepe Garcia, text=Be the change you want to see in the home Be the change you want see in the home Be, info=link1",OK
2021-06-08 21:40:57.578,acme.testing.ConsumerUpdateTest,PcreateConsumer,41913,"[1] recordIndex=0, company=PepeMax, sector=primary, newCompany=ManolitoPiesDePlata, newSector=Secondary",OK
2021-06-08 21:42:32.592,acme.testing.AnonymousTaskTest,AnonymousTaskListPositive,28534,"[1] recordIndex=0, title=Notification, workload=25.00, description=When creating a task, you can send an SMS notification, start=2021/11/06 00:00, end=2022/11/13 05:00",OK
2021-06-08 21:43:01.422,acme.testing.AnonymousTaskTest,AnonymousTaskListPositive,25402,"[2] recordIndex=1, title=Work, workload=30.00, description=This facilitates the task when you work with many files, start=2021/08/08 01:00, end=2022/09/08 02:00",OK
2021-06-08 21:43:35.387,acme.testing.AnonymousTaskTest,AnonymousTaskListPositive,28490,"[3] recordIndex=2, title=Life, workload=35.00, description=This task connects directly with the quality of our spiritual life, start=2021/11/18 02:00, end=2022/11/22 04:00",OK
2021-06-08 21:45:30.25,acme.testing.ManagerTaskListTest,ManagerTaskList,52605,"[1] recordIndex=1, title=Political, workload=40.00, description=the implementation of these policies is not an easy task, start=2021/08/07 00:00, end=2022/09/07 00:00, link=null",OK
2021-06-08 21:48:01.11,acme.testing.ManagerCreateTaskTest,create,81787,"[1] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org",OK
2021-06-08 21:49:26.942,acme.testing.ManagerCreateTaskTest,create,84436,"[2] title=Task 2, description=Description of the task 2, workload=30.00, start=2021/11/20 07:00, end=2022/11/24 07:00, link=http://example.org",OK
2021-06-08 21:50:48.087,acme.testing.ManagerCreateTaskTest,create,78771,"[3] title=Task 3, description=Description of the task 3, workload=20.00, start=2021/08/23 06:00, end=2022/10/23 06:00, link=http://example.org",OK
2021-06-08 21:52:00.655,acme.testing.ManagerCreateTaskTest,create,71171,"[4] title=Task 4, description=Description of the task 4, workload=20.00, start=2021/07/21 04:00, end=2022/07/26 08:00, link=null",OK
2021-06-08 21:53:19.062,acme.testing.ManagerCreateTaskTest,create,75995,"[5] title=Task 5, description=Description of the task 5, workload=20.00, start=2021/08/12 12:00, end=2022/08/12 12:00, link=http://example.org",OK
2021-06-08 21:54:33.184,acme.testing.ManagerCreateTaskTest,create,72741,"[6] title=Task 6, description=Description of the task 6, workload=20.00, start=2021/10/16 11:00, end=2022/10/18 10:00, link=http://example.org",OK
2021-06-08 21:55:53.73,acme.testing.ManagerCreateTaskTest,create,75083,"[7] title=Task 7, description=Description of the task 7, workload=20.00, start=2021/09/18 08:00, end=2022/09/15 11:00, link=null",OK
2021-06-08 21:57:06.788,acme.testing.ManagerCreateTaskTest,create,70591,"[8] title=Sex A A A A A A A A A A, description=Description of the task 8, workload=20.00, start=2021/09/18 08:00, end=2022/09/15 11:00, link=http://example.org",OK
